question_id,ctchat,m3d,med3dvlm,medevalkit,medgemma,merlin,radfm,vila_m3_vista3d
valid_1030_a_1.nii.gz::5,1.00,0.66,0.66,0.00,0.00,0.66,0.00,0.00
valid_1030_a_1.nii.gz::6,0.66,0.33,0.33,1.00,0.00,0.00,1.00,1.00
valid_1030_a_1.nii.gz::7,1.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00
valid_1031_a_1.nii.gz::0,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.00
valid_1031_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
valid_1031_a_1.nii.gz::2,1.00,0.00,1.00,0.66,1.00,0.00,1.00,0.00
valid_1031_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
valid_1031_a_1.nii.gz::4,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00
valid_1031_a_1.nii.gz::5,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_1032_a_1.nii.gz::0,0.00,0.33,0.00,0.00,0.33,0.33,0.00,0.00
valid_1032_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_1032_a_1.nii.gz::2,1.00,0.33,0.00,1.00,1.00,0.33,1.00,1.00
valid_1032_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_1033_a_1.nii.gz::0,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_1033_a_1.nii.gz::1,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_1033_a_1.nii.gz::2,0.00,0.66,0.33,0.00,0.00,0.00,0.00,0.00
valid_1034_a_1.nii.gz::0,0.66,1.00,0.00,0.66,0.66,0.00,0.00,0.00
valid_1034_a_1.nii.gz::1,1.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_1034_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00
valid_1034_a_1.nii.gz::3,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
valid_1034_a_1.nii.gz::4,0.00,0.66,0.00,0.33,0.00,0.00,0.66,0.00
valid_1035_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1035_a_1.nii.gz::1,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
valid_1035_a_1.nii.gz::2,0.66,0.66,0.00,1.00,0.00,0.00,0.00,0.33
valid_1035_a_1.nii.gz::3,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_1035_a_1.nii.gz::4,1.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00
valid_1036_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1036_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_1036_a_1.nii.gz::2,1.00,0.00,1.00,0.66,0.33,1.00,0.00,0.00
valid_1036_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1036_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1036_a_1.nii.gz::5,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1037_a_1.nii.gz::0,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00
valid_1037_a_1.nii.gz::1,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00
valid_1037_a_1.nii.gz::2,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00
valid_1037_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
valid_1038_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00
valid_1038_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1038_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1038_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1039_a_1.nii.gz::0,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.33
valid_1039_a_1.nii.gz::1,0.00,0.00,0.66,0.00,0.66,0.00,0.00,1.00
valid_1039_a_1.nii.gz::2,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
valid_1039_a_1.nii.gz::3,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
valid_103_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_103_a_1.nii.gz::1,0.66,0.33,0.33,0.00,1.00,0.00,1.00,1.00
valid_103_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_103_a_1.nii.gz::3,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_103_a_1.nii.gz::4,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_103_a_1.nii.gz::5,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00
valid_103_a_1.nii.gz::6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_103_a_1.nii.gz::7,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1040_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1040_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1040_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_1040_a_1.nii.gz::3,1.00,0.00,0.00,0.00,0.00,0.33,0.66,0.00
valid_1040_a_1.nii.gz::4,1.00,0.00,0.33,1.00,1.00,0.33,0.00,1.00
valid_1040_a_1.nii.gz::5,1.00,0.00,0.33,1.00,1.00,0.66,0.66,0.00
valid_1041_a_1.nii.gz::0,0.33,0.00,0.33,0.00,0.00,0.66,0.00,0.00
valid_1041_a_1.nii.gz::1,0.00,0.66,0.33,1.00,1.00,0.33,0.00,0.00
valid_1041_a_1.nii.gz::2,0.00,0.00,0.66,0.00,1.00,0.66,0.00,0.00
valid_1041_a_1.nii.gz::3,0.00,0.33,0.00,0.00,1.00,0.33,0.00,0.00
valid_1041_a_1.nii.gz::4,0.00,0.33,0.00,0.00,0.00,0.66,0.00,0.00
valid_1041_a_1.nii.gz::5,0.66,1.00,0.00,0.33,0.00,0.00,1.00,0.00
valid_1041_a_1.nii.gz::6,1.00,0.33,0.00,1.00,0.00,0.33,0.00,0.00
valid_1041_a_1.nii.gz::7,0.00,1.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_1041_b_1.nii.gz::0,0.00,0.00,0.00,0.66,0.66,0.00,0.33,0.66
valid_1041_b_1.nii.gz::1,1.00,0.00,0.33,0.00,0.00,0.33,0.00,0.66
valid_1041_b_1.nii.gz::2,0.00,0.33,0.33,1.00,1.00,0.66,1.00,1.00
valid_1041_b_1.nii.gz::3,1.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00
valid_1041_b_1.nii.gz::4,0.00,0.66,0.66,0.33,0.00,0.33,0.00,0.00
valid_1041_b_1.nii.gz::5,0.00,0.00,0.66,0.00,1.00,0.66,0.00,0.00
valid_1041_b_1.nii.gz::6,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_1041_c_1.nii.gz::0,0.00,1.00,1.00,0.00,0.00,0.00,0.33,0.00
valid_1041_c_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1041_c_1.nii.gz::2,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00
valid_1041_c_1.nii.gz::3,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_1041_c_1.nii.gz::4,0.00,1.00,0.33,0.00,1.00,1.00,1.00,0.00
valid_1041_c_1.nii.gz::5,0.33,0.00,0.33,0.66,0.00,0.00,0.33,0.00
valid_1041_c_1.nii.gz::6,1.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_1041_c_1.nii.gz::7,0.00,1.00,0.00,1.00,0.00,1.00,0.66,0.00
valid_1041_c_1.nii.gz::8,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_1041_c_1.nii.gz::9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1041_d_1.nii.gz::0,0.33,0.00,0.33,0.00,0.00,0.00,1.00,0.00
valid_1041_d_1.nii.gz::1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66
valid_1041_d_1.nii.gz::2,0.66,0.00,0.33,0.00,0.00,0.66,1.00,0.00
valid_1041_d_1.nii.gz::3,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_1041_d_1.nii.gz::4,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1042_a_1.nii.gz::0,0.00,0.00,0.66,1.00,0.00,0.00,0.00,1.00
valid_1042_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1042_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
valid_1042_a_1.nii.gz::3,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
valid_1042_a_1.nii.gz::4,0.66,0.00,0.66,0.33,0.33,0.66,0.66,0.00
valid_1042_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1042_a_1.nii.gz::6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1042_a_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1043_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1043_a_1.nii.gz::1,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00
valid_1043_a_1.nii.gz::2,1.00,0.00,0.66,0.33,0.00,0.00,0.00,0.00
valid_1043_a_1.nii.gz::3,1.00,1.00,0.00,0.33,0.00,1.00,0.00,0.33
valid_1043_a_1.nii.gz::4,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00
valid_1044_a_1.nii.gz::0,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
valid_1044_a_1.nii.gz::1,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
valid_1044_a_1.nii.gz::2,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_1044_a_1.nii.gz::3,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
valid_1045_a_1.nii.gz::0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1045_a_1.nii.gz::1,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
valid_1045_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1046_a_1.nii.gz::0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1046_a_1.nii.gz::1,1.00,0.33,0.33,1.00,1.00,0.33,1.00,0.66
valid_1046_a_1.nii.gz::2,1.00,0.33,0.33,1.00,1.00,1.00,0.00,1.00
valid_1046_a_1.nii.gz::3,1.00,0.66,0.33,1.00,1.00,1.00,1.00,1.00
valid_1047_a_1.nii.gz::0,0.00,0.66,0.66,0.00,0.00,0.66,0.00,0.00
valid_1047_a_1.nii.gz::1,1.00,0.00,0.66,1.00,1.00,0.33,0.00,1.00
valid_1048_a_1.nii.gz::0,0.00,0.33,0.66,0.33,0.00,0.66,0.00,0.00
valid_1048_a_1.nii.gz::1,1.00,0.33,0.33,0.00,1.00,0.66,1.00,1.00
valid_1048_a_1.nii.gz::2,1.00,0.33,0.00,1.00,1.00,1.00,1.00,0.00
valid_1049_a_1.nii.gz::0,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_1049_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1049_a_1.nii.gz::2,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_1049_a_1.nii.gz::3,1.00,0.00,1.00,1.00,0.66,1.00,0.00,0.00
valid_1049_a_1.nii.gz::4,0.00,0.00,0.00,0.66,1.00,0.00,0.00,0.00
valid_1049_a_1.nii.gz::5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
valid_104_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_104_a_1.nii.gz::1,1.00,0.33,1.00,1.00,1.00,0.33,1.00,1.00
valid_104_a_1.nii.gz::2,0.00,0.00,0.00,0.66,0.00,1.00,0.00,1.00
valid_104_a_1.nii.gz::3,1.00,0.66,0.00,1.00,0.00,0.66,0.00,0.00
valid_1050_a_1.nii.gz::0,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.00
valid_1050_a_1.nii.gz::1,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
valid_1050_a_1.nii.gz::2,0.00,0.00,1.00,0.00,0.00,0.33,0.00,0.00
valid_1050_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00
valid_1051_a_1.nii.gz::0,1.00,1.00,0.33,1.00,0.33,1.00,1.00,0.33
valid_1051_a_1.nii.gz::1,1.00,1.00,1.00,1.00,1.00,0.33,1.00,1.00
valid_1051_a_1.nii.gz::2,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.66
valid_1052_a_1.nii.gz::0,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_1052_a_1.nii.gz::1,1.00,0.33,0.00,1.00,1.00,0.33,1.00,1.00
valid_1053_a_1.nii.gz::0,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_1053_a_1.nii.gz::1,0.33,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_1053_a_1.nii.gz::2,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_1053_a_1.nii.gz::3,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
valid_1053_a_1.nii.gz::4,0.33,0.33,0.00,0.00,1.00,0.00,0.33,0.33
valid_1054_a_1.nii.gz::0,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00
valid_1054_a_1.nii.gz::1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
valid_1055_a_1.nii.gz::0,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00
valid_1055_a_1.nii.gz::1,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00
valid_1055_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1055_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_1055_a_1.nii.gz::4,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.33
valid_1055_a_1.nii.gz::5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
valid_1055_a_1.nii.gz::6,1.00,0.66,0.00,1.00,0.00,0.00,1.00,1.00
valid_1056_a_1.nii.gz::0,1.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00
valid_1056_a_1.nii.gz::1,0.33,1.00,1.00,0.00,0.00,1.00,0.33,0.00
valid_1056_a_1.nii.gz::2,1.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00
valid_1056_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1056_a_1.nii.gz::4,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_1057_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1057_a_1.nii.gz::1,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00
valid_1057_a_1.nii.gz::2,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00
valid_1057_a_1.nii.gz::3,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
valid_1057_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1057_b_1.nii.gz::0,1.00,0.00,0.00,0.00,0.33,1.00,0.00,0.00
valid_1057_b_1.nii.gz::1,0.00,1.00,0.00,0.00,1.00,0.66,0.00,1.00
valid_1057_b_1.nii.gz::2,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00
valid_1057_b_1.nii.gz::3,1.00,1.00,0.33,1.00,1.00,0.00,1.00,1.00
valid_1057_b_1.nii.gz::4,1.00,0.33,0.33,1.00,1.00,0.66,1.00,1.00
valid_1058_a_1.nii.gz::0,0.33,0.00,0.00,0.66,0.66,0.00,0.00,0.00
valid_1058_a_1.nii.gz::1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_1059_a_1.nii.gz::0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1059_a_1.nii.gz::1,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00
valid_1059_a_1.nii.gz::2,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.66
valid_1059_a_1.nii.gz::3,0.66,1.00,0.00,1.00,1.00,1.00,0.00,0.00
valid_105_a_1.nii.gz::0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33
valid_105_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_105_a_1.nii.gz::2,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00
valid_105_a_1.nii.gz::3,0.00,0.66,1.00,0.33,0.33,0.00,0.66,0.33
valid_105_a_1.nii.gz::4,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
valid_105_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_105_a_1.nii.gz::6,0.33,0.00,0.00,0.33,1.00,0.00,0.00,1.00
valid_1060_a_1.nii.gz::0,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_1060_a_1.nii.gz::1,0.00,1.00,1.00,0.66,0.00,0.33,0.00,0.00
valid_1060_a_1.nii.gz::2,1.00,0.00,0.66,0.00,0.33,0.33,1.00,0.00
valid_1060_a_1.nii.gz::3,0.00,0.33,0.33,1.00,0.00,0.33,0.00,0.00
valid_1060_a_1.nii.gz::4,1.00,0.33,0.66,0.00,0.00,0.66,1.00,0.00
valid_1060_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
valid_1060_a_1.nii.gz::6,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_1061_a_1.nii.gz::0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
valid_1061_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
valid_1061_a_1.nii.gz::2,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00
valid_1061_a_1.nii.gz::3,1.00,1.00,1.00,1.00,1.00,0.66,1.00,1.00
valid_1062_a_1.nii.gz::0,1.00,0.00,0.00,0.00,1.00,0.33,0.00,0.00
valid_1062_a_1.nii.gz::1,0.00,0.33,0.33,0.00,0.00,0.33,0.00,0.00
valid_1062_a_1.nii.gz::2,1.00,0.00,0.33,1.00,1.00,0.33,0.66,0.33
valid_1062_a_1.nii.gz::3,0.66,0.66,0.00,1.00,0.00,0.66,0.00,0.00
valid_1063_a_1.nii.gz::0,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00
valid_1063_a_1.nii.gz::1,1.00,1.00,1.00,1.00,1.00,0.66,1.00,1.00
valid_1064_a_1.nii.gz::0,0.33,0.33,0.00,0.33,0.66,0.00,1.00,0.00
valid_1064_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1064_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1064_a_1.nii.gz::3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1064_a_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1064_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1064_a_1.nii.gz::6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1064_a_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1064_a_1.nii.gz::8,1.00,1.00,0.33,0.66,1.00,1.00,1.00,1.00
valid_1065_a_1.nii.gz::0,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
valid_1065_a_1.nii.gz::1,0.00,0.33,0.66,0.00,0.00,0.00,0.00,0.00
valid_1065_a_1.nii.gz::2,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_1065_a_1.nii.gz::3,1.00,0.33,0.66,1.00,1.00,0.33,1.00,1.00
valid_1065_a_1.nii.gz::4,0.00,0.33,0.66,0.00,0.00,0.66,0.33,0.00
valid_1065_a_1.nii.gz::5,0.00,0.66,0.66,0.00,0.00,0.00,0.00,0.00
valid_1066_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00
valid_1066_a_1.nii.gz::1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
valid_1067_a_1.nii.gz::0,1.00,0.00,1.00,0.00,1.00,0.33,1.00,0.00
valid_1067_a_1.nii.gz::1,1.00,0.00,0.00,1.00,0.00,0.66,1.00,0.00
valid_1067_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33
valid_1067_a_1.nii.gz::3,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00
valid_1067_a_1.nii.gz::4,1.00,0.33,0.00,0.66,0.33,0.33,1.00,0.00
valid_1067_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_1067_a_1.nii.gz::6,0.00,1.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_1067_a_1.nii.gz::7,0.33,0.00,0.66,0.00,0.00,0.00,1.00,0.00
valid_1067_b_1.nii.gz::0,1.00,0.66,0.00,0.00,1.00,0.00,0.00,0.00
valid_1067_b_1.nii.gz::1,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00
valid_1067_b_1.nii.gz::2,1.00,0.00,0.66,0.66,0.00,0.00,0.00,0.00
valid_1067_b_1.nii.gz::3,0.00,0.66,0.00,0.33,0.00,0.33,0.00,0.00
valid_1067_b_1.nii.gz::4,0.00,0.33,1.00,0.00,1.00,0.66,0.00,0.00
valid_1067_b_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_1067_b_1.nii.gz::6,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.33
valid_1067_b_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33
valid_1067_b_1.nii.gz::8,1.00,1.00,0.33,1.00,0.00,0.33,0.00,0.00
valid_1067_c_1.nii.gz::0,0.33,1.00,0.00,0.66,0.66,0.00,0.00,0.00
valid_1067_c_1.nii.gz::1,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00
valid_1067_c_1.nii.gz::2,0.00,0.33,0.00,0.00,0.00,1.00,0.00,0.00
valid_1067_c_1.nii.gz::3,1.00,0.33,0.00,0.66,0.33,0.00,0.00,0.00
valid_1067_c_1.nii.gz::4,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
valid_1067_c_1.nii.gz::5,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00
valid_1067_c_1.nii.gz::6,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
valid_1067_c_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1067_c_1.nii.gz::8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
valid_1067_c_1.nii.gz::9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1067_d_1.nii.gz::0,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1067_d_1.nii.gz::1,1.00,0.66,0.33,1.00,1.00,0.66,0.00,0.66
valid_1067_d_1.nii.gz::2,1.00,0.66,1.00,0.00,1.00,1.00,1.00,0.33
valid_1067_d_1.nii.gz::3,0.00,0.00,0.00,0.00,0.33,0.66,0.00,1.00
valid_1067_d_1.nii.gz::4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1067_d_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1068_a_1.nii.gz::0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
valid_1068_a_1.nii.gz::1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1068_a_1.nii.gz::2,0.00,0.00,0.66,0.00,1.00,0.66,0.00,0.00
valid_1068_a_1.nii.gz::3,0.00,0.33,0.33,0.33,0.00,0.00,1.00,0.00
valid_1068_a_1.nii.gz::4,0.00,1.00,1.00,1.00,0.33,0.00,1.00,0.00
valid_1068_a_1.nii.gz::5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1068_a_1.nii.gz::6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1069_a_1.nii.gz::0,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00
valid_1069_a_1.nii.gz::1,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_1069_a_1.nii.gz::2,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00
valid_1069_a_1.nii.gz::3,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_1069_a_1.nii.gz::4,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
valid_1069_a_1.nii.gz::5,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00
valid_1069_b_1.nii.gz::0,0.33,0.00,0.33,0.00,0.00,1.00,0.66,0.00
valid_1069_b_1.nii.gz::1,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00
valid_1069_b_1.nii.gz::2,0.00,0.00,0.66,0.33,0.00,0.00,0.33,0.00
valid_1069_b_1.nii.gz::3,1.00,1.00,0.33,1.00,1.00,0.33,1.00,1.00
valid_1069_b_1.nii.gz::4,0.00,0.33,0.33,1.00,0.00,0.66,1.00,0.00
valid_1069_b_1.nii.gz::5,0.00,0.66,0.00,0.00,0.66,0.00,0.00,0.00
valid_106_a_1.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.00,0.33,0.00
valid_106_a_1.nii.gz::1,0.00,0.00,1.00,0.33,0.00,0.00,0.33,0.00
valid_106_a_1.nii.gz::2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_106_a_1.nii.gz::3,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00
valid_106_a_1.nii.gz::4,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00
valid_106_a_1.nii.gz::5,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_106_a_1.nii.gz::6,1.00,0.00,0.66,1.00,1.00,0.33,1.00,1.00
valid_106_a_1.nii.gz::7,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00
valid_106_a_1.nii.gz::8,1.00,0.33,0.33,0.00,1.00,0.00,1.00,0.00
valid_106_a_1.nii.gz::9,0.00,0.00,0.66,0.00,0.00,0.33,0.00,0.00
valid_106_a_3.nii.gz::0,0.00,0.66,0.00,0.00,0.00,0.66,0.00,0.00
valid_106_a_3.nii.gz::1,0.00,0.00,1.00,1.00,1.00,0.00,0.66,0.00
valid_106_a_3.nii.gz::2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
valid_106_a_3.nii.gz::3,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
valid_106_a_3.nii.gz::4,0.00,0.00,0.66,0.00,0.66,0.00,0.00,0.00
